make,model,series,series_year,price,enginesize,fuelsystem,tankcapacity,power,seats,standardtransmission,bodyType,drive,wheelbase
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,70Kw,5,4A,2D HARDTOP,RWD,2615mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,70Kw,5,4A,2D HARDTOP,RWD,2615mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,70Kw,5,4A,2D HARDTOP,RWD,2615mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,70Kw,5,4A,2D HARDTOP,RWD,2615mm
MAZDA,121,METRO SHADES,2001,19050,1.5L,ELECTRONIC F/INJ,43L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,121,SHADES,1997,14200,1.3L,SINGLE POINT F/INJ,40L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
MAZDA,121,SHADES,1997,14200,1.3L,SINGLE POINT F/INJ,40L,215Kw,5,5ATS,4D WAGON,4WD,2820mm
MAZDA,121,METRO SHADES,2002,19240,1.5L,ELECTRONIC F/INJ,43L,136Kw,5,4A,5D SEDAN,FWD,2605mm
MAZDA,121,METRO SHADES,2002,19240,1.5L,ELECTRONIC F/INJ,43L,70Kw,5,4A,2D HARDTOP,RWD,2615mm
MAZDA,121,DELUXE,1987,12250,1.3L,CARB,38L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,121,METRO SHADES,1999,19590,1.5L,ELECTRONIC F/INJ,40L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,PROTEGE,1999,20990,1.6L,MULTI POINT F/INJ,55L,92Kw,5,4A,5D HATCHBACK,FWD,2610mm
MAZDA,323,PROTEGE,1999,20990,1.6L,MULTI POINT F/INJ,55L,61Kw,5,4A,5D HATCHBACK,FWD,2400mm
MAZDA,323,PROTEGE,1999,20990,1.6L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,ASTINA,1997,35700,2.0L,MULTI POINT F/INJ,55L,92Kw,5,4A,3D HATCHBACK,FWD,2512mm
MAZDA,323,ASTINA,1997,35700,2.0L,MULTI POINT F/INJ,55L,108Kw,5,4A,4D SEDAN,FWD,2672mm
MAZDA,323,ASTINA,1997,35700,2.0L,MULTI POINT F/INJ,55L,70Kw,5,4A,2D HARDTOP,RWD,2615mm
MAZDA,323,ASTINA,1997,35700,2.0L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,ASTINA SHADES,2001,20490,1.6L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,DELUXE,1983,8835,1.5L,CARB,45L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,PROTEGE SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,PROTEGE,1997,22915,1.8L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,ASTINA,1995,31050,1.8L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,PROTEGE,1998,22915,1.8L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,PROTEGE,2000,19715,1.6L,MULTI POINT F/INJ,55L,225Kw,5,5ATSh,4D SEDAN,RWD,2854mm
MAZDA,323,PROTEGE,2000,19715,1.6L,MULTI POINT F/INJ,55L,145Kw,5,4A,4D SEDAN,RWD,3075mm
MAZDA,323,ASTINA,1993,25715,1.8L,MULTI POINT F/INJ,55L,132Kw,7,4A,4D WAGON,4WD,2540mm
MAZDA,323,ASTINA,1993,25715,1.8L,MULTI POINT F/INJ,55L,136Kw,7,4A,4D WAGON,4WD,2540mm
MAZDA,323,ASTINA,1993,25715,1.8L,MULTI POINT F/INJ,55L,125Kw,5,CVTM6,4D SEDAN,FWD,2749mm
MAZDA,323,ASTINA,1993,25715,1.8L,MULTI POINT F/INJ,55L,184Kw,5,5ATip,4D WAGON,AWD,2760mm
MAZDA,323,ASTINA,1993,25715,1.8L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,155Kw,5,4A,4D SEDAN,RWD,2833mm
MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,165Kw,2,6M,2D ROADSTER,AWD,2429mm
MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,132Kw,4,5M,2D COUPE,FWD,2419mm
MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,74Kw,5,5M,5D HATCHBACK,FWD,2511mm
MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,75Kw,5,5M,5D HATCHBACK,FWD,2578mm
MAZDA,323,ASTINA SHADES,2000,19715,1.6L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,105Kw,5,5AS,4D SEDAN,RWD,2725mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,165Kw,2,6M,2D ROADSTER,AWD,2429mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,92Kw,5,5M,5D HATCHBACK,FWD,2512mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,64Kw,5,5M,5D HATCHBACK,FWD,2390mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,54Kw,5,5M,4D SEDAN,FWD,2390mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,85Kw,5,4A,5D HATCHBACK,FWD,2511mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,55Kw,5,5M,5D HATCHBACK,FWD,2400mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,215Kw,5,5ATS,4D WAGON,4WD,2820mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,147Kw,4,5M,2D COUPE,RWD,2525mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,147Kw,4,6M,2D COUPE,RWD,2525mm
MAZDA,323,ASTINA,1996,38270,2.0L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,ASTINA,1998,28480,1.8L,MULTI POINT F/INJ,55L,170Kw,5,5AS,4D WAGON,4WD,2820mm
MAZDA,323,ASTINA,1998,28480,1.8L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,SUPER DELUXE,1989,20210,1.6L,MULTI POINT F/INJ,48L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,PROTEGE,2003,21840,1.8L,MULTI POINT F/INJ,55L,150Kw,5,6A,4D WAGON,4WD,2820mm
MAZDA,323,PROTEGE,2003,21840,1.8L,MULTI POINT F/INJ,55L,87Kw,5,5M,4D SEDAN,RWD,2725mm
MAZDA,323,ASTINA,2003,21840,1.8L,MULTI POINT F/INJ,55L,77Kw,5,5M,4D SEDAN,RWD,2570mm
MAZDA,323,ASTINA,2003,21840,1.8L,MULTI POINT F/INJ,55L,101Kw,5,4A,5D WAGON,FWD,2580mm
MAZDA,323,ASTINA,2003,21840,1.8L,MULTI POINT F/INJ,55L,154Kw,5,5AG,4D WAGON,AWD,2761mm
MAZDA,323,ASTINA,2003,21840,1.8L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,SUPER DELUXE,1988,19390,1.6L,CARB,48L,99Kw,4,5M,2D COUPE,FWD,2455mm
MAZDA,323,SUPER DELUXE,1988,19390,1.6L,CARB,48L,98Kw,5,3A,4D SEDAN,FWD,2642mm
MAZDA,323,SUPER DELUXE,1988,19390,1.6L,CARB,48L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,ASTINA SHADES,1998,26990,1.8L,MULTI POINT F/INJ,55L,147Kw,4,5M,2D COUPE,RWD,2525mm
MAZDA,323,ASTINA SHADES,1998,26990,1.8L,MULTI POINT F/INJ,55L,37Kw,4,4M,2D SEDAN,RWD,2420mm
MAZDA,323,ASTINA SHADES,1998,26990,1.8L,MULTI POINT F/INJ,55L,128Kw,5,6ATip,4D WAGON,4WD,2855mm
MAZDA,323,ASTINA SHADES,1998,26990,1.8L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,ASTINA SP,1994,30085,1.8L,MULTI POINT F/INJ,55L,149Kw,5,4A,4D SEDAN,FWD,2750mm
MAZDA,323,ASTINA SP,1994,30085,1.8L,MULTI POINT F/INJ,55L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm
MAZDA,323,LIMITED,1985,15826,1.6L,MULTI POINT F/INJ,45L,124Kw,5,5M,3D HATCHBACK,FWD,2472mm
MAZDA,323,LIMITED,1985,15826,1.6L,MULTI POINT F/INJ,45L,147Kw,4,5M,2D COUPE,RWD,2525mm
MAZDA,323,ASTINA SP20,2002,29180,2.0L,MULTI POINT F/INJ,55L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2593mm
MAZDA,323,ASTINA SP20,2002,29180,2.0L,MULTI POINT F/INJ,55L,79Kw,4,5M,2D CABRIOLET,FWD,2461mm
MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,55Kw,5,5M,5D HATCHBACK,FWD,2400mm
MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm
MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm
MAZDA,323,PROTEGE SHADES,2002,20695,1.6L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,BJ PROTEGE SHADES,2003,19990,1.8L,MULTI POINT F/INJ,55L,75Kw,5,5M,5D HATCHBACK,FWD,2511mm
MAZDA,323,BJ PROTEGE SHADES,2003,19990,1.8L,MULTI POINT F/INJ,55L,110Kw,5,5M,3D HATCHBACK,FWD,2466mm
MAZDA,323,BJ PROTEGE SHADES,2003,19990,1.8L,MULTI POINT F/INJ,55L,103Kw,5,6ADSG,5D HATCHBACK,FWD,2578mm
MAZDA,323,BJ PROTEGE SHADES,2003,19990,1.8L,MULTI POINT F/INJ,55L,103Kw,5,4A,4D SEDAN,FWD,2665mm
MAZDA,323,BJ PROTEGE SHADES,2003,19990,1.8L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,323,PROTEGE SP20,2002,26990,2.0L,MULTI POINT F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,96Kw,5,CVTM6,4D WAGON,FWD,2650mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,82Kw,5,5M,2D HARDTOP,RWD,2500mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,85Kw,5,5M,4D SEDAN,FWD,2500mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,55Kw,5,5M,3D HATCHBACK,FWD,2465mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,150Kw,8,4A,4D WAGON,FWD,2920mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,37Kw,4,4M,2D SEDAN,RWD,2420mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,105Kw,5,5ATS,4D SEDAN,RWD,2715mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,142Kw,2,5A,2D CONVERTIBLE,RWD,2400mm
MAZDA,626,CLASSIC,2000,31070,2.0L,MULTI POINT F/INJ,64L,120Kw,2,5ATS,2D CONVERTIBLE,RWD,2430mm
MAZDA,626,ECLIPSE,2002,31980,2.0L,MULTI POINT F/INJ,64L,215Kw,5,5ATS,4D WAGON,4WD,2820mm
MAZDA,626,ECLIPSE,2002,31980,2.0L,MULTI POINT F/INJ,64L,100Kw,5,5A,4D SEDAN,RWD,2690mm
MAZDA,626,ECLIPSE,2002,31980,2.0L,MULTI POINT F/INJ,64L,145Kw,5,4A,4D SEDAN,RWD,3075mm
MAZDA,626,ECLIPSE,2002,31980,2.0L,MULTI POINT F/INJ,64L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,626,LUXURY,1999,37290,2.0L,MULTI POINT F/INJ,64L,154Kw,5,6M,3D HATCHBACK,AWD,2519mm
MAZDA,626,LUXURY,1999,37290,2.0L,MULTI POINT F/INJ,64L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,626,DELUXE,1994,31335,2.0L,MULTI POINT F/INJ,60L,97Kw,5,4A,4D SEDAN,RWD,2800mm
MAZDA,626,DELUXE,1994,31335,2.0L,MULTI POINT F/INJ,60L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MAZDA,626,CLASSIC,1998,30180,2.0L,MULTI POINT F/INJ,64L,147Kw,4,5M,2D COUPE,RWD,2525mm
MAZDA,626,CLASSIC,1998,30180,2.0L,MULTI POINT F/INJ,64L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,626,CLASSIC,1999,32430,2.0L,MULTI POINT F/INJ,64L,75Kw,5,5M,5D HATCHBACK,FWD,2512mm
MAZDA,626,CLASSIC,1999,32430,2.0L,MULTI POINT F/INJ,64L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,626,CLASSIC,2001,32900,2.0L,MULTI POINT F/INJ,64L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,626,LIMITED EDITION,2000,30160,2.0L,MULTI POINT F/INJ,64L,NULL,NULL,NULL,NULL,NULL,NULL
MAZDA,929,DELUXE,1987,23010,2.0L,MULTI POINT F/INJ,60L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
MAZDA,929,DELUXE,1987,23010,2.0L,MULTI POINT F/INJ,60L,100Kw,5,6M,4D WAGON,FWD,2708mm
MAZDA,929,DELUXE,1987,23010,2.0L,MULTI POINT F/INJ,60L,80Kw,5,5M,4D SEDAN,FWD,2669mm
MAZDA,929,DELUXE,1987,23010,2.0L,MULTI POINT F/INJ,60L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,142Kw,5,5A,4D SEDAN,RWD,2700mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,55Kw,5,5M,5D HATCHBACK,FWD,2442mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,100Kw,5,5M,4D SEDAN,FWD,2700mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,93Kw,5,4A,4D SEDAN,FWD,2610mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,103Kw,5,4A,4D SEDAN,FWD,2550mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,147Kw,4,5M,2D COUPE,RWD,2525mm
MAZDA,929,LUXURY,1986,29600,2.0L,MULTI POINT F/INJ,60L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,SLK,R171 200K,2004,86900,1.8L,SUPERCHARGED MPFI,70L,120Kw,2,5ATS,2D CONVERTIBLE,RWD,2430mm
MERCEDES-BENZ,SLK,R171 200K,2004,86900,1.8L,SUPERCHARGED MPFI,70L,120Kw,2,5ATS,2D CONVERTIBLE,RWD,2430mm
MERCEDES-BENZ,SLK,R171 200K,2004,86900,1.8L,SUPERCHARGED MPFI,70L,120Kw,2,5ATS,2D CONVERTIBLE,RWD,2430mm
MERCEDES-BENZ,SLK,R171 200K,2004,86900,1.8L,SUPERCHARGED MPFI,70L,120Kw,2,5ATS,2D CONVERTIBLE,RWD,2430mm
MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,120Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,120Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,120Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,120Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,120Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,120Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,160Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,160Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,160Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,160Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,160Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,160Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,160Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002,61400,1.8L,SUPERCHARGED MPFI,70L,105Kw,5,5ATS,4D SEDAN,RWD,2715mm
MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002,61400,1.8L,SUPERCHARGED MPFI,70L,105Kw,5,5ATS,4D SEDAN,RWD,2715mm
MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002,61400,1.8L,SUPERCHARGED MPFI,70L,105Kw,5,5ATS,4D SEDAN,RWD,2715mm
MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002,61400,1.8L,SUPERCHARGED MPFI,70L,105Kw,5,5ATS,4D SEDAN,RWD,2715mm
MERCEDES-BENZ,ML,320 LUXURY 4x4,2000,72900,3.2L,MULTI POINT F/INJ,70L,160Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,320 LUXURY 4x4,2000,72900,3.2L,MULTI POINT F/INJ,70L,160Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,SLK230,KOMPRESSOR,2000,95380,2.3L,SUPERCHARGED MPFI,53L,142Kw,2,5A,2D CONVERTIBLE,RWD,2400mm
MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004,99900,5.0L,MULTI POINT F/INJ,83L,215Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004,99900,5.0L,MULTI POINT F/INJ,83L,215Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004,99900,5.0L,MULTI POINT F/INJ,83L,215Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004,99900,5.0L,MULTI POINT F/INJ,83L,215Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,300,TE,1991,124500,3.0L,ELECTRONIC F/INJ,70L,135Kw,7,4A,4D WAGON,RWD,2800mm
MERCEDES-BENZ,300,TE,1991,124500,3.0L,ELECTRONIC F/INJ,70L,135Kw,7,4A,4D WAGON,RWD,2800mm
MERCEDES-BENZ,C200,W202 ELEGANCE,2000,64580,2.0L,MULTI POINT F/INJ,62L,100Kw,5,5A,4D SEDAN,RWD,2690mm
MERCEDES-BENZ,280,W126 SE,1982,55979,2.7L,ELECTRONIC F/INJ,90L,125Kw,5,4A,4D SEDAN,RWD,2935mm
MERCEDES-BENZ,ML,320 LUXURY 4x4,1999,73400,3.2L,MULTI POINT F/INJ,70L,160Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 270 CDI LUXURY 4x4,2003,77274,2.7L,TURBO CDI,83L,120Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,E280,W210 ELEGANCE,1999,112400,2.8L,MULTI POINT F/INJ,80L,150Kw,5,5ASeq,4D SEDAN,RWD,2833mm
MERCEDES-BENZ,VITO,115CDI COMPACT CREW CAB,2005,48380,2.1L,DIESEL TURBO F/INJ,75L,110Kw,5,5A,5D VAN,RWD,3200mm
MERCEDES-BENZ,VITO,115CDI COMPACT CREW CAB,2005,48380,2.1L,DIESEL TURBO F/INJ,75L,110Kw,5,5A,5D VAN,RWD,3200mm
MERCEDES-BENZ,180,E LIMITED EDITION,1993,47115,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MERCEDES-BENZ,180,E LIMITED EDITION,1993,47115,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MERCEDES-BENZ,A160,AVANTGARDE,1999,41400,1.6L,MULTI POINT F/INJ,54L,75Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm
MERCEDES-BENZ,ML,270 CDI 4x4,2001,64900,2.7L,TURBO CDI,70L,120Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,A170,W169 ELEGANCE,2006,42400,1.7L,MULTI POINT F/INJ,54L,85Kw,5,CVT7,5D HATCHBACK,FWD,2568mm
MERCEDES-BENZ,A170,W169 ELEGANCE,2006,42400,1.7L,MULTI POINT F/INJ,54L,85Kw,5,CVT7,5D HATCHBACK,FWD,2568mm
MERCEDES-BENZ,300,W124 E,1986,79296,3.0L,ELECTRONIC F/INJ,70L,135Kw,5,4A,4D SEDAN,RWD,2800mm
MERCEDES-BENZ,300,W124 E,1986,79296,3.0L,ELECTRONIC F/INJ,70L,135Kw,5,4A,4D SEDAN,RWD,2800mm
MERCEDES-BENZ,230,W124 E,1988,87100,2.3L,ELECTRONIC F/INJ,70L,97Kw,5,4A,4D SEDAN,RWD,2800mm
MERCEDES-BENZ,230,W124 E,1988,87100,2.3L,ELECTRONIC F/INJ,70L,97Kw,5,4A,4D SEDAN,RWD,2800mm
MERCEDES-BENZ,230,W124 E,1988,87100,2.3L,ELECTRONIC F/INJ,70L,97Kw,5,4A,4D SEDAN,RWD,2800mm
MERCEDES-BENZ,230,W124 E,1988,87100,2.3L,ELECTRONIC F/INJ,70L,97Kw,5,4A,4D SEDAN,RWD,2800mm
MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MERCEDES-BENZ,E55,211 MY06 UPGRADE AMG,2006,225600,5.4L,SUPERCHARGED MPFI,80L,350Kw,5,5ATSh,4D SEDAN,RWD,2854mm
MERCEDES-BENZ,E55,211 MY06 UPGRADE AMG,2006,225600,5.4L,SUPERCHARGED MPFI,80L,350Kw,5,5ATSh,4D SEDAN,RWD,2854mm
MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,145Kw,5,4A,4D SEDAN,RWD,3075mm
MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,145Kw,5,4A,4D SEDAN,RWD,3075mm
MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,145Kw,5,4A,4D SEDAN,RWD,3075mm
MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,145Kw,5,4A,4D SEDAN,RWD,3075mm
MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,145Kw,5,4A,4D SEDAN,RWD,3075mm
MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,145Kw,5,4A,4D SEDAN,RWD,3075mm
MERCEDES-BENZ,A190,W168 LWB ELEGANCE,2004,42900,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2593mm
MERCEDES-BENZ,A190,W168 LWB ELEGANCE,2004,42900,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2593mm
MERCEDES-BENZ,180,E LIMITED EDITION,1994,47115,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MERCEDES-BENZ,180,E LIMITED EDITION,1994,47115,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MERCEDES-BENZ,180,E LIMITED EDITION,1994,47115,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MERCEDES-BENZ,180,E LIMITED EDITION,1994,47115,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MERCEDES-BENZ,A190,W168 AVANTGARDE,2001,41230,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm
